,Demand,Demand share,Back-up share
0,415.0,0.213257965056526,0.213523131672598
1,552.0,0.249435155896972,0.232974910394265
2,650.0,0.270045700041545,0.247349823321555
3,785.0,0.294227886056972,0.265486725663717
4,905.0,0.330412559328222,0.277280858676207
5,994.0,0.320955763642234,0.285204991087344
6,1350.0,0.390738060781476,0.353356890459364
7,1553.0,0.424665025977577,0.390763765541741
8,1925.0,0.47837972166998,0.458553791887125
9,1730.0,0.370767252464638,0.369068541300527
10,1908.0,0.382058470164197,0.390763765541741
11,1910.0,0.369939957389115,0.381882770870337
12,1905.0,0.353694764203491,0.373001776198934
13,2210.0,0.388537271448664,0.425531914893617
14,2465.0,0.415542818610924,0.473214285714286
15,2780.0,0.445298734582733,0.530973451327434
16,,,
17,545.0,0.273319959879639,0.252293577981651
18,654.0,0.293010752688172,0.273348519362187
19,746.0,0.309672063096721,0.285388127853881
20,840.0,0.325455249903138,0.297482837528604
21,980.0,0.347517730496454,0.32183908045977
22,1365.0,0.415272284758138,0.41002277904328
23,1551.0,0.447102911501874,0.45662100456621
24,1777.0,0.481441343809266,0.503432494279176
25,1940.0,0.413205537806177,0.478359908883827
26,1930.0,0.394038383013475,0.454545454545455
27,1927.0,0.375048657065006,0.434782608695652
28,2241.0,0.405537459283388,0.503432494279176
29,2440.0,0.426349816529792,0.549199084668192
30,2594.0,0.44138165730815,0.590909090909091
31,2804.0,0.460729543213934,0.637813211845103
32,,,
33,75.0,0.0716332378223496,0.198675496688742
34,201.0,0.155332302936631,0.214876033057851
35,310.0,0.204081632653061,0.217755443886097
36,359.0,0.21930360415394,0.231404958677686
37,435.0,0.244794597636466,0.233333333333333
38,610.0,0.289923954372624,0.251256281407035
39,547.0,0.285938316779927,0.25
40,982.0,0.336186237589866,0.285714285714286
41,1101.0,0.344816786720952,0.300500834724541
42,1250.0,0.359608745684695,0.316139767054908
43,1392.0,0.372491303184373,0.333889816360601
44,1555.0,0.383382642998028,0.351758793969849
45,1865.0,0.39123138242081,0.383333333333333
46,2065.0,0.401126651126651,0.408333333333333
47,2185.0,0.404180540140585,0.418060200668896
48,2422.0,0.414017094017094,0.45
49,,,
50,88.0,0.136434108527132,0.20440251572327
51,185.0,0.217391304347826,0.219435736677116
52,280.0,0.266920877025739,0.248447204968944
53,357.0,0.28743961352657,0.251572327044025
54,456.0,0.316886726893676,0.279503105590062
55,550.0,0.326991676575505,0.28391167192429
56,991.0,0.385153517294986,0.376175548589342
57,1166.0,0.403599861543787,0.412698412698413
58,1295.0,0.40929203539823,0.441640378548896
59,1890.0,0.4264440433213,0.559006211180124
60,2080.0,0.43351396415173,0.60702875399361
61,2440.0,0.333424432905165,0.6875
62,,,
63,106.0,0.0544707091469681,0.160142348754448
64,107.0,0.0483506552191595,0.14336917562724
65,108.0,0.0448691316992106,0.130742049469965
66,107.0,0.0401049475262369,0.111504424778761
67,106.0,0.0387002555677254,0.0930232558139535
68,105.0,0.0339037778495318,0.0855614973262032
69,110.0,0.0318379160636758,0.0636042402826855
70,109.0,0.0298058517910856,0.0532859680284192
71,108.0,0.0268389662027833,0.0317460317460317
72,109.0,0.0233604800685812,-0.0123022847100176
73,109.0,0.0218261914297157,-0.0355239786856128
74,108.0,0.020918070889018,-0.0479573712255773
75,109.0,0.0202376531748979,-0.0674955595026643
76,109.0,0.0191631504922644,-0.0815602836879433
77,109.0,0.0183749157113958,-0.0982142857142857
78,108.0,0.0172993753003364,-0.115044247787611
79,,,
80,107.0,0.0536609829488465,0.137614678899083
81,107.0,0.0479390681003584,0.118451025056948
82,107.0,0.0444167704441677,0.102739726027397
83,108.0,0.0418442464161178,0.091533180778032
84,106.0,0.0375886524822695,0.0689655172413793
85,109.0,0.0331609370246425,0.0318906605922551
86,109.0,0.0314211588353992,0.0159817351598174
87,107.0,0.0289894337577892,0.0
88,108.0,0.0230031948881789,-0.0865603644646925
89,109.0,0.0222539812168232,-0.102272727272727
90,107.0,0.020825223822499,-0.128146453089245
91,106.0,0.0191820484980094,-0.160183066361556
92,109.0,0.0190459549187489,-0.173913043478261
93,106.0,0.0180364131359537,-0.188636363636364
94,110.0,0.0180742688136707,-0.20501138952164
95,,,
96,106.0,0.101241642788921,0.220198675496689
97,105.0,0.0811437403400309,0.20495867768595
98,104.0,0.0684660961158657,0.194304857621441
99,105.0,0.0641417226634087,0.185123966942149
100,108.0,0.0607765897580191,0.18
101,105.0,0.0499049429657795,0.160804020100503
102,102.0,0.0533193936225823,0.17
103,104.0,0.0356042451215337,0.110924369747899
104,105.0,0.0328844347009082,0.0951585976627713
105,104.0,0.0299194476409666,0.0782029950083195
106,105.0,0.0280974043350281,0.0617696160267112
107,106.0,0.0261341222879684,0.0418760469011725
108,108.0,0.0226557583385777,0.0
109,107.0,0.0207847707847708,-0.0266666666666667
110,108.0,0.0199778024417314,-0.0418060200668896
111,108.0,0.0184615384615385,-0.07
112,,,
113,108.0,0.167441860465116,0.235849056603774
114,107.0,0.125734430082256,0.216300940438871
115,107.0,0.102001906577693,0.192546583850932
116,109.0,0.0877616747181965,0.172955974842767
117,108.0,0.0750521195274496,0.145962732919255
118,108.0,0.0642092746730083,0.1198738170347
119,110.0,0.0427516517683638,0.0250783699059561
120,107.0,0.037037037037037,-0.0158730158730159
121,106.0,0.0335018963337547,-0.0504731861198738
122,108.0,0.0243682310469314,-0.186335403726708
123,107.0,0.0223009587328053,-0.242811501597444
124,,,
125,1056.0,0.542651593011305,0.391459074733096
126,1052.0,0.475372797107998,0.372759856630824
127,1047.0,0.434981304528459,0.356890459363958
128,1046.0,0.392053973013493,0.339823008849558
129,1044.0,0.308141657539248,0.325581395348837
130,1041.0,0.33613174039393,0.313725490196078
131,1038.0,0.300434153400868,0.291519434628975
132,1038.0,0.283839212469237,0.27886323268206
133,1033.0,0.256709741550696,0.255731922398589
134,1028.0,0.220317188169739,0.214411247803163
135,1023.0,0.204845814977974,0.19360568383659
136,1023.0,0.198140615920976,0.182948490230906
137,1022.0,0.189751206832529,0.168738898756661
138,1022.0,0.179676511954993,0.150709219858156
139,1015.0,0.171105866486851,0.133928571428571
140,1015.0,0.162582091942976,0.115044247787611
141,,,
142,1228.0,0.615847542627884,0.461009174311927
143,1228.0,0.550179211469534,0.441913439635535
144,1226.0,0.508924865089249,0.429223744292237
145,1223.0,0.473847345989926,0.416475972540046
146,1220.0,0.432624113475177,0.402298850574713
147,1227.0,0.37328871311226,0.369020501138952
148,1222.0,0.352262899971173,0.353881278538813
149,1221.0,0.330804659983744,0.340961098398169
150,1211.0,0.257933972310969,0.257403189066059
151,1211.0,0.247243772968559,0.243181818181818
152,1207.0,0.23491630984819,0.224256292906178
153,1204.0,0.217879116901918,0.194508009153318
154,1201.0,0.209854971168967,0.178489702517162
155,1203.0,0.204696273608984,0.165909090909091
156,1201.0,0.19733815313835,0.150341685649203
157,,,
158,797.0,0.761222540592168,0.359271523178808
159,797.0,0.615919629057187,0.345454545454545
160,797.0,0.524687294272548,0.336683417085427
161,798.0,0.487477092241906,0.327272727272727
162,799.0,0.449634214969049,0.323333333333333
163,798.0,0.379277566539924,0.306532663316583
164,798.0,0.417145844223732,0.315
165,799.0,0.273536460116398,0.263865546218487
166,798.0,0.249921703726903,0.247078464106845
167,799.0,0.229861910241657,0.231281198003328
168,801.0,0.214343055927214,0.218697829716194
169,800.0,0.19723865877712,0.201005025125628
170,801.0,0.168030207677785,0.161666666666667
171,799.0,0.155205905205905,0.14
172,800.0,0.147983721790603,0.125418060200669
173,800.0,0.136752136752137,0.1
174,,,
175,426.0,0.66046511627907,0.352201257861635
176,426.0,0.500587544065805,0.329153605015674
177,425.0,0.405147759771211,0.304347826086957
178,428.0,0.344605475040258,0.292452830188679
179,429.0,0.298123697011814,0.270186335403727
180,430.0,0.255648038049941,0.252365930599369
181,429.0,0.166731441896619,0.15987460815047
182,425.0,0.147109726548979,0.126984126984127
183,428.0,0.13527180783818,0.0977917981072555
184,429.0,0.0967960288808664,-0.0341614906832298
185,428.0,0.0892038349312213,-0.0766773162939297
186,428.0,0.058485925116152,-0.15
187,,,
188,369.0,0.1896197327852,0.234875444839858
189,502.0,0.22684139177587,0.25089605734767
190,602.0,0.250103863730785,0.265017667844523
191,730.0,0.273613193403298,0.283185840707965
192,884.0,0.322745527564805,0.304114490161002
193,957.0,0.309008718114304,0.315508021390374
194,957.0,0.27698986975398,0.291519434628975
195,957.0,0.2616899097621,0.27708703374778
196,958.0,0.238071570576541,0.253968253968254
197,1799.0,0.385555079297042,0.428822495606327
198,1954.0,0.391269523428114,0.451154529307282
199,2122.0,0.411001355800891,0.483126110124334
200,2350.0,0.436316375789083,0.525754884547069
201,2347.0,0.412623066104079,0.50531914893617
202,2343.0,0.394976399190829,0.491071428571429
203,2340.0,0.374819798173955,0.469026548672566
204,,,
205,114.0,0.0571715145436309,0.149082568807339
206,243.0,0.108870967741935,0.16628701594533
207,330.0,0.136986301369863,0.182648401826484
208,410.0,0.158853157690818,0.194508009153318
209,514.0,0.182269503546099,0.206896551724138
210,586.0,0.178278065104959,0.189066059225513
211,587.0,0.169213029691554,0.17351598173516
212,586.0,0.158764562449201,0.155606407322654
213,1436.0,0.305857294994675,0.350797266514806
214,1648.0,0.336463862801143,0.404545454545455
215,1897.0,0.369209809264305,0.469107551487414
216,1975.0,0.357401375316685,0.462242562929062
217,1973.0,0.344749257382492,0.446224256292906
218,1974.0,0.335885655946912,0.431818181818182
219,1971.0,0.323858034834045,0.416856492027335
220,,,
221,69.0,0.0659025787965616,0.221854304635762
222,191.0,0.147604327666151,0.234710743801653
223,308.0,0.202764976958525,0.251256281407035
224,375.0,0.229077580940745,0.256198347107438
225,435.0,0.244794597636466,0.263333333333333
226,591.0,0.280893536121673,0.281407035175879
227,466.0,0.243596445373758,0.265
228,1036.0,0.354673057172201,0.339495798319328
229,1189.0,0.372377074851237,0.357262103505843
230,1323.0,0.380609896432681,0.374376039933444
231,1439.0,0.385068236553385,0.385642737896494
232,1595.0,0.393244575936884,0.40536013400335
233,1993.0,0.418082651562828,0.455
234,2177.0,0.422882672882673,0.478333333333333
235,2313.0,0.427857935627081,0.498327759197324
236,2520.0,0.430769230769231,0.52
237,,,
238,23.0,0.0356589147286822,0.207547169811321
239,133.0,0.156286721504113,0.235109717868339
240,237.0,0.225929456625357,0.254658385093168
241,348.0,0.280193236714976,0.283018867924528
242,446.0,0.30993745656706,0.304347826086957
243,594.0,0.353151010701546,0.34384858044164
244,1043.0,0.405363389040031,0.438871473354232
245,1191.0,0.412253374870197,0.476190476190476
246,1335.0,0.421934260429836,0.511041009463722
247,2005.0,0.452391696750903,0.661490683229814
248,2183.0,0.454981242184243,0.712460063897764
249,2543.0,0.347499316753211,0.78125
250,1868.0,0.87167522165189,0.545454545454545
251,1852.0,0.752539618041447,0.520134228187919
252,1852.0,0.71671826625387,0.515806988352745
253,1850.0,0.671506352087114,0.50251256281407
254,1850.0,0.634866163349348,0.498338870431894
255,1845.0,0.58664546899841,0.483333333333333
256,1852.0,0.57569163817221,0.481727574750831
257,1853.0,0.520505617977528,0.463576158940397
258,1852.0,0.493340436867342,0.449251247920133
259,1850.0,0.468473031147126,0.433333333333333
260,1850.0,0.435089369708373,0.416666666666667
261,1840.0,0.409982174688057,0.402010050251256
262,1835.0,0.376642036124795,0.382059800664452
263,1832.0,0.339384957391627,0.348837209302326
264,1820.0,0.309418565113907,0.316139767054908
265,1828.0,0.322797104008476,0.33167495854063
266,1822.0,0.306012764528048,0.315091210613599
267,1816.0,0.271449925261584,0.267111853088481
268,1826.0,0.270598695909899,0.26578073089701
269,1816.0,0.254627033090297,0.23489932885906
270,,,
271,1935.0,0.471721111652852,0.646258503401361
272,2002.0,0.469732519943688,0.668896321070234
273,2058.0,0.468046395269502,0.668896321070234
274,2123.0,0.469171270718232,0.681063122923588
275,2209.0,0.467909341241262,0.707070707070707
276,2324.0,0.466854158296505,0.728476821192053
277,2475.0,0.476419634263715,0.771812080536913
278,2639.0,0.493271028037383,0.833333333333333
279,2933.0,0.520774147727273,0.939597315436242
280,3278.0,0.54953897736798,1.05960264900662
281,3438.0,0.533850931677019,1.08108108108108
282,3429.0,0.513861831260303,1.05084745762712
283,3410.0,0.503469658939908,1.02649006622517
284,3390.0,0.469139219485192,0.969899665551839
285,3395.0,0.454667202357038,0.939597315436242
286,3395.0,0.417589175891759,0.400593471810089
287,488.0,0.178558360775704,0.133333333333333
288,644.0,0.213033410519352,0.168350168350168
289,755.0,0.234326505276226,0.201342281879195
290,890.0,0.254358388110889,0.233333333333333
291,1020.0,0.272435897435897,0.266666666666667
292,,,
293,1942.0,0.449433001619995,0.434782608695652
294,2039.0,0.45060773480663,0.442404006677796
295,2130.0,0.451749734888653,0.45531197301855
296,2234.0,0.450312437008668,0.466666666666667
297,2330.0,0.449720131248794,0.469798657718121
298,2206.0,0.428432705379685,0.0895522388059701
299,2640.0,0.472948763883913,0.521008403361345
300,2827.0,0.490543119902828,0.552763819095477
301,3045.0,0.509452902794044,0.591666666666667
302,3037.0,0.473938826466916,0.567612687813022
303,3227.0,0.489681335356601,0.6
304,3447.0,0.493556701030928,0.629139072847682
305,3430.0,0.466476268189854,0.6
306,3275.0,0.431375131717597,0.552763819095477
307,3427.0,0.427573300062383,0.565723793677205
308,3415.0,0.413338174776083,0.549084858569052
309,515.0,0.174813306177868,0.183028286189684
310,674.0,0.205801526717557,0.199335548172757
311,807.0,0.226876581388811,0.21558872305141
312,983.0,0.254729204457113,0.233333333333333
313,,,
314,137.0,0.0639290713952403,0.163636363636364
315,137.0,0.0556684274685087,0.145973154362416
316,109.0,0.0421826625386997,0.131447587354409
317,107.0,0.0388384754990926,0.120603015075377
318,106.0,0.0363761153054221,0.111295681063123
319,108.0,0.0343402225755167,0.0966666666666667
320,141.0,0.0438296549580354,0.101328903654485
321,140.0,0.0393258426966292,0.0811258278145695
322,140.0,0.0372935535428876,0.0682196339434276
323,137.0,0.0346923271714358,0.0483333333333333
324,138.0,0.0324553151458137,0.0383333333333333
325,110.0,0.0245098039215686,0.016750418760469
326,110.0,0.0225779967159278,-0.0083056478405315
327,110.0,0.0203779177473138,-0.0415282392026578
328,108.0,0.0183611016661,-0.0748752079866889
329,110.0,0.0194243333921949,-0.0580431177446103
330,110.0,0.0184749748068525,-0.0762852404643449
331,109.0,0.0162929745889387,-0.123539232053422
332,110.0,0.0163011262596325,-0.124584717607973
333,144.0,0.0201906898485698,-0.144295302013423
334,,,
335,108.0,0.0263286201852755,-0.193877551020408
336,109.0,0.0255748474894416,-0.210702341137124
337,112.0,0.025471912667728,-0.220735785953177
338,112.0,0.0247513812154696,-0.232558139534884
339,109.0,0.0230883287439102,-0.262626262626263
340,110.0,0.0220972278023303,-0.28476821192053
341,111.0,0.0213666987487969,-0.315436241610738
342,110.0,0.0205607476635514,-0.333333333333333
343,108.0,0.0191761363636364,-0.369127516778524
344,109.0,0.0182732606873428,-0.400662251655629
345,110.0,0.0170807453416149,-0.466216216216216
346,111.0,0.0166341975123633,-0.498305084745763
347,116.0,0.0171268271076333,-0.496688741721854
348,111.0,0.0153611956822585,-0.558528428093645
349,113.0,0.0151332529797777,-0.590604026845638
350,488.0,0.0600246002460025,0.27893175074184
351,111.0,0.0406147091108672,-0.0233333333333333
352,110.0,0.0363876943433675,-0.0606060606060606
353,108.0,0.0335195530726257,-0.087248322147651
354,109.0,0.0311517576450414,-0.116666666666667
355,109.0,0.0291132478632479,-0.146666666666667
356,,,
357,146.0,0.0337884748900717,0.0301003344481605
358,144.0,0.0318232044198895,0.01669449081803
359,141.0,0.0299045599151644,0.0
360,144.0,0.029026405966539,-0.01
361,146.0,0.0281798880524995,-0.0201342281879195
362,145.0,0.0281608079238687,-0.0597014925373134
363,145.0,0.0259763525618058,-0.0453781512605042
364,145.0,0.0251605066805483,-0.0552763819095477
365,145.0,0.0242596620378116,-0.0666666666666667
366,144.0,0.0224719101123595,-0.0934891485809683
367,144.0,0.0218512898330804,-0.103333333333333
368,145.0,0.0207617411225659,-0.124172185430464
369,144.0,0.0195838433292534,-0.15
370,143.0,0.0188356164383562,-0.16750418760469
371,142.0,0.0177167810355583,-0.19134775374376
372,137.0,0.0165819414185427,-0.211314475873544
373,112.0,0.0380176510522743,0.103161397670549
374,142.0,0.0433587786259542,0.0913621262458472
375,142.0,0.0399212819791959,0.0746268656716418
376,143.0,0.0370562321845038,0.0583333333333333
377,,,
378,86.0,0.0401306579561363,0.142148760330579
379,257.0,0.104429093864283,0.164429530201342
380,324.0,0.125386996904025,0.173044925124792
381,406.0,0.147368421052632,0.184254606365159
382,477.0,0.163692518874399,0.18936877076412
383,615.0,0.195548489666137,0.208333333333333
384,941.0,0.29250854833696,0.277408637873754
385,1058.0,0.297191011235955,0.28476821192053
386,1155.0,0.307671816728823,0.299500831946755
387,1210.0,0.306406685236769,0.32
388,1308.0,0.307619943555974,0.31
389,1486.0,0.331105169340463,0.338358458961474
390,1500.0,0.307881773399015,0.315614617940199
391,1493.0,0.276583919970359,0.284053156146179
392,1478.0,0.25127507650459,0.254575707154742
393,1775.0,0.313438107010419,0.334991708126036
394,2078.0,0.349009069533087,0.38971807628524
395,2307.0,0.344843049327354,0.40567612687813
396,2327.0,0.34484291641968,0.406976744186047
397,2320.0,0.325294447560292,0.385906040268456
398,,,
399,56.0,0.0136518771331058,-0.197278911564626
400,150.0,0.0351947442515251,-0.17056856187291
401,226.0,0.0513986809188083,-0.147157190635452
402,290.0,0.0640883977900552,-0.129568106312292
403,392.0,0.0830332556661724,-0.107744107744108
404,532.0,0.106870229007634,-0.0662251655629139
405,599.0,0.115303176130895,-0.0604026845637584
406,597.0,0.111588785046729,-0.08
407,594.0,0.10546875,-0.114093959731544
408,593.0,0.0994132439228835,-0.149006622516556
409,920.0,0.142857142857143,-0.0506756756756757
410,1167.0,0.174883860332684,0.0406779661016949
411,1276.0,0.188395098183966,0.0827814569536424
412,1767.0,0.244533628563521,0.264214046822742
413,2016.0,0.269987946966653,0.355704697986577
414,2304.0,0.283394833948339,0.207715133531157
415,101.0,0.0369557263080863,-0.02
416,255.0,0.084353291432352,0.0168350168350168
417,346.0,0.107386716325264,0.0369127516778524
418,493.0,0.140897399256931,0.0766666666666667
419,611.0,0.163194444444444,0.103333333333333
420,,,
421,24.0,0.0055542698449433,0.0
422,141.0,0.0311602209944751,0.0200333889816361
423,245.0,0.0519618239660657,0.03035413153457
424,382.0,0.077000604716791,0.05
425,502.0,0.0968924917969504,0.0671140939597315
426,600.0,0.116527481064284,0.134328358208955
427,600.0,0.107488355428162,0.0672268907563025
428,597.0,0.103591879229568,0.0569514237855946
429,597.0,0.0998828843901623,0.045
430,1041.0,0.162453183520599,0.123539232053422
431,1035.0,0.157056145675266,0.111666666666667
432,1212.0,0.173539518900344,0.132450331125828
433,1605.0,0.21827825377397,0.208333333333333
434,2001.0,0.263566912539515,0.28643216080402
435,2282.0,0.28471615720524,0.327787021630616
436,2550.0,0.308641975308642,0.37936772046589
437,79.0,0.026816021724372,0.0915141430948419
438,222.0,0.0677862595419847,0.10797342192691
439,377.0,0.105988192296879,0.127694859038143
440,507.0,0.131381186835968,0.141666666666667
441,,,
442,52.0,0.0242650489967336,0.148760330578512
443,215.0,0.0873628606257619,0.169463087248322
444,299.0,0.115712074303406,0.179700499168053
445,392.0,0.142286751361162,0.192629815745394
446,481.0,0.16506520247083,0.200996677740864
447,577.0,0.183465818759936,0.211666666666667
448,283.0,0.0879701585327945,0.13953488372093
449,509.0,0.142977528089888,0.170529801324503
450,607.0,0.161694192860948,0.183028286189684
451,752.0,0.19042795644467,0.198333333333333
452,956.0,0.22483537158984,0.235
453,1052.0,0.234402852049911,0.242881072026801
454,1427.0,0.292898193760263,0.31063122923588
455,1963.0,0.3636532048907,0.408637873754153
456,2476.0,0.420945256715403,0.504159733777038
457,1950.0,0.34434045558891,0.391376451077944
458,1944.0,0.326503191132012,0.371475953565506
459,2458.0,0.367414050822123,0.450751252086811
460,2485.0,0.368257261410788,0.451827242524917
461,2852.0,0.399887829500841,0.523489932885906
462,,,
463,2003.0,0.488298391028766,0.744897959183674
464,2001.0,0.469497888315345,0.712374581939799
465,2001.0,0.455083011143962,0.698996655518395
466,2000.0,0.441988950276243,0.681063122923588
467,2011.0,0.425969074348655,0.663299663299663
468,2012.0,0.404178384893532,0.622516556291391
469,2010.0,0.386910490856593,0.604026845637584
470,2004.0,0.374579439252336,0.58
471,1997.0,0.354580965909091,0.543624161073825
472,1985.0,0.332774518021794,0.490066225165563
473,1972.0,0.306211180124224,0.435810810810811
474,1966.0,0.29462011089465,0.406779661016949
475,1971.0,0.291008415768493,0.387417218543046
476,1958.0,0.270965956269029,0.324414715719064
477,1943.0,0.260211597696531,0.295302013422819
478,1943.0,0.238991389913899,0.112759643916914
479,2033.0,0.743871203805342,0.91
480,2014.0,0.666225603704929,0.875420875420875
481,2013.0,0.624767225325885,0.848993288590604
482,2007.0,0.573592454987139,0.806666666666667
483,2004.0,0.53525641025641,0.776666666666667
484,,,
485,2209.0,0.51122425364499,0.535117056856187
486,2201.0,0.486408839779006,0.520868113522538
487,2199.0,0.466383881230117,0.51433389544688
488,2201.0,0.443660552308002,0.493333333333333
489,2203.0,0.425207488901756,0.483221476510067
490,2198.0,0.426879005632162,0.835820895522388
491,2197.0,0.39358652812612,0.457142857142857
492,2194.0,0.380704494187055,0.445561139028476
493,2190.0,0.366404550777982,0.43
494,2186.0,0.341136079900125,0.402337228714524
495,2184.0,0.331411229135053,0.391666666666667
496,2180.0,0.312142038946163,0.362582781456954
497,2174.0,0.295661634706922,0.341666666666667
498,2173.0,0.286222339304531,0.328308207705193
499,2164.0,0.269993761696818,0.29783693843594
500,2160.0,0.261437908496732,0.282861896838602
501,2240.0,0.760353021045485,0.622296173044925
502,2237.0,0.683053435114504,0.601328903654485
503,2231.0,0.627213944335114,0.582089552238806
504,2226.0,0.576833376522415,0.566666666666667
